country;year;gender;age;suicides_no;population;HDI_for_year;gdp_for_year;gdp_per_capital;generation
Albania;2001;male;25-34 years;22;206484;;4060758804;1451;Generation X
Albania;2001;male;35-54 years;34;378826;;4060758804;1451;Boomers
Albania;2001;male;55-74 years;11;196670;;4060758804;1451;Silent
Albania;2001;female;75+ years;2;47254;;4060758804;1451;Silent
Albania;2001;male;15-24 years;10;256039;;4060758804;1451;Millenials
Albania;2001;female;15-24 years;9;271359;;4060758804;1451;Millenials
Albania;2001;female;35-54 years;12;370191;;4060758804;1451;Boomers
Albania;2001;male;75+ years;1;31044;;4060758804;1451;Silent
Albania;2001;female;55-74 years;6;189799;;4060758804;1451;Silent
Albania;2001;male;5-14 years;6;321556;;4060758804;1451;Millenials
Albania;2001;female;25-34 years;4;222771;;4060758804;1451;Generation X
Albania;2001;female;5-14 years;2;307356;;4060758804;1451;Millenials
Albania;2002;male;75+ years;4;31007;;;1573;Silent
Albania;2002;male;25-34 years;23;206286;;4435078648;1573;Generation X
Albania;2002;male;35-54 years;35;382139;;4435078648;1573;Boomers
Albania;2002;male;55-74 years;13;198130;;4435078648;1573;Silent
Albania;2002;male;15-24 years;15;263067;;4435078648;1573;Millenials
Albania;2002;female;15-24 years;14;275970;;4435078648;1573;Millenials
Albania;2002;female;35-54 years;15;375113;;4435078648;1573;Boomers
Albania;2002;female;25-34 years;7;223685;;4435078648;1573;Generation X
Albania;2002;female;75+ years;1;47407;;4435078648;1573;Silent
Albania;2002;female;55-74 years;4;191712;;4435078648;1573;Silent
Albania;2002;female;5-14 years;1;304850;;4435078648;1573;Millenials
Albania;2002;male;5-14 years;1;319473;;4435078648;1573;Millenials
Albania;2003;female;75+ years;6;49088;;5746945913;2021;Silent
Albania;2003;male;55-74 years;16;201520;;5746945913;2021;Silent
Albania;2003;male;35-54 years;28;386196;;5746945913;2021;Boomers
Albania;2003;male;15-24 years;15;273235;;5746945913;2021;Millenials
Albania;2003;female;15-24 years;14;283709;;5746945913;2021;Millenials
Albania;2003;female;55-74 years;9;195699;;5746945913;2021;Silent
Albania;2003;male;25-34 years;9;205433;;5746945913;2021;Generation X
Albania;2003;female;25-34 years;9;222941;;5746945913;2021;Generation X
Albania;2003;female;35-54 years;13;381760;;5746945913;2021;Boomers
Albania;2003;male;75+ years;1;32667;;5746945913;2021;Silent
Albania;2003;male;5-14 years;4;313204;;5746945913;2021;Millenials
Albania;2003;female;5-14 years;0;298477;;5746945913;2021;Millenials
Albania;2004;male;75+ years;4;35526;;7314865176;2544;Silent
Albania;2004;male;35-54 years;39;391767;;7314865176;2544;Boomers
Albania;2004;male;25-34 years;16;203938;;7314865176;2544;Generation X
Albania;2004;female;15-24 years;20;292268;;7314865176;2544;Millenials
Albania;2004;male;15-24 years;19;286768;;7314865176;2544;Millenials
Albania;2004;female;75+ years;3;50970;;7314865176;2544;Silent
Albania;2004;female;25-34 years;11;222389;;7314865176;2544;Generation X
Albania;2004;male;55-74 years;10;207202;;7314865176;2544;Silent
Albania;2004;female;35-54 years;17;391436;;7314865176;2544;Boomers
Albania;2004;female;55-74 years;3;203841;;7314865176;2544;Silent
Albania;2004;female;5-14 years;3;286705;;7314865176;2544;Millenials
Albania;2004;male;5-14 years;1;302181;;7314865176;2544;Millenials
Albania;2005;female;15-24 years;0;281922;0.695;8158548717;2931;Millenials
Albania;2005;female;25-34 years;0;190745;0.695;8158548717;2931;Generation X
Albania;2005;female;35-54 years;0;386513;0.695;8158548717;2931;Boomers
Albania;2005;female;5-14 years;0;276559;0.695;8158548717;2931;Millenials
Albania;2005;female;55-74 years;0;210998;0.695;8158548717;2931;Silent
Albania;2005;female;75+ years;0;53191;0.695;8158548717;2931;Silent
Albania;2005;male;15-24 years;0;281675;0.695;8158548717;2931;Millenials
Albania;2005;male;25-34 years;0;177519;0.695;8158548717;2931;Generation X
Albania;2005;male;35-54 years;0;380242;0.695;8158548717;2931;Boomers
Albania;2005;male;5-14 years;0;291367;0.695;8158548717;2931;Millenials
Albania;2005;male;55-74 years;0;214118;0.695;8158548717;2931;Silent
Albania;2005;male;75+ years;0;38471;0.695;8158548717;2931;Silent
Albania;2006;female;15-24 years;0;283138;;8992642349;3235;Millenials
Albania;2006;female;25-34 years;0;186391;;8992642349;3235;Generation X
Albania;2006;female;35-54 years;0;388746;;8992642349;3235;Boomers
Albania;2006;female;5-14 years;0;267316;;8992642349;3235;Millenials
Albania;2006;female;55-74 years;0;215907;;8992642349;3235;Silent
Albania;2006;female;75+ years;0;56011;;8992642349;3235;Silent
Albania;2006;male;15-24 years;0;286679;;8992642349;3235;Millenials
Albania;2006;male;25-34 years;0;174092;;8992642349;3235;Generation X
Albania;2006;male;35-54 years;0;379076;;8992642349;3235;Boomers
Albania;2006;male;5-14 years;0;282678;;8992642349;3235;Millenials
Albania;2006;male;55-74 years;0;219360;;8992642349;3235;Silent
Albania;2006;male;75+ years;0;40782;;8992642349;3235;Silent
Albania;2007;male;75+ years;8;42366;;10701011897;3863;Silent
Albania;2007;male;35-54 years;29;378626;;10701011897;3863;Boomers
Albania;2007;male;55-74 years;14;224160;;10701011897;3863;Silent
Albania;2007;female;75+ years;3;57404;;10701011897;3863;Silent
Albania;2007;male;25-34 years;9;172494;;10701011897;3863;Generation X
Albania;2007;female;15-24 years;13;281080;;10701011897;3863;Millenials
Albania;2007;male;15-24 years;13;288349;;10701011897;3863;Millenials
Albania;2007;female;25-34 years;8;183629;;10701011897;3863;Generation X
Albania;2007;female;55-74 years;9;221120;;10701011897;3863;Silent
Albania;2007;female;35-54 years;14;391811;;10701011897;3863;Boomers
Albania;2007;male;5-14 years;4;272497;;10701011897;3863;Generation Z
Albania;2007;female;5-14 years;0;256808;;10701011897;3863;Generation Z
Albania;2008;male;25-34 years;21;172855;;12881352688;4672;Generation X
Albania;2008;male;35-54 years;37;377119;;12881352688;4672;Boomers
Albania;2008;male;55-74 years;21;228672;;12881352688;4672;Silent
Albania;2008;female;75+ years;5;59369;;12881352688;4672;Silent
Albania;2008;female;15-24 years;20;276073;;12881352688;4672;Millenials
Albania;2008;female;25-34 years;9;182663;;12881352688;4672;Generation X
Albania;2008;female;35-54 years;19;393832;;12881352688;4672;Boomers
Albania;2008;male;75+ years;2;44574;;12881352688;4672;Silent
Albania;2008;male;15-24 years;11;286702;;12881352688;4672;Millenials
Albania;2008;female;55-74 years;7;226448;;12881352688;4672;Silent
Albania;2008;male;5-14 years;7;262464;;12881352688;4672;Generation Z
Albania;2008;female;5-14 years;1;246288;;12881352688;4672;Generation Z
Albania;2009;female;15-24 years;0;270003;;12044212904;4387;Millenials
Albania;2009;female;25-34 years;0;182712;;12044212904;4387;Generation X
Albania;2009;female;35-54 years;0;394286;;12044212904;4387;Boomers
Albania;2009;female;5-14 years;0;236174;;12044212904;4387;Generation Z
Albania;2009;female;55-74 years;0;233302;;12044212904;4387;Silent
Albania;2009;female;75+ years;0;61582;;12044212904;4387;Silent
Albania;2009;male;15-24 years;0;283448;;12044212904;4387;Millenials
Albania;2009;male;25-34 years;0;174955;;12044212904;4387;Generation X
Albania;2009;male;35-54 years;0;374365;;12044212904;4387;Boomers
Albania;2009;male;5-14 years;0;253007;;12044212904;4387;Generation Z
Albania;2009;male;55-74 years;0;234570;;12044212904;4387;Silent
Albania;2009;male;75+ years;0;47331;;12044212904;4387;Silent
Albania;2010;male;55-74 years;20;241852;0.722;11926953259;4359;Silent
Albania;2010;male;35-54 years;20;371611;0.722;11926953259;4359;Generation X
Albania;2010;male;25-34 years;9;179720;0.722;11926953259;4359;Generation X
Albania;2010;male;75+ years;2;50767;0.722;11926953259;4359;Silent
Albania;2010;male;15-24 years;10;279508;0.722;11926953259;4359;Millenials
Albania;2010;female;25-34 years;6;183579;0.722;11926953259;4359;Generation X
Albania;2010;female;75+ years;2;64415;0.722;11926953259;4359;Silent
Albania;2010;female;35-54 years;12;394593;0.722;11926953259;4359;Generation X
Albania;2010;female;55-74 years;7;241491;0.722;11926953259;4359;Silent
Albania;2010;female;15-24 years;6;263581;0.722;11926953259;4359;Millenials
Albania;2010;female;5-14 years;2;223969;0.722;11926953259;4359;Generation Z
Albania;2010;male;5-14 years;0;240939;0.722;11926953259;4359;Generation Z
Australia;1997;male;25-34 years;529;1436732;;434568007513;25234;Generation X
Australia;1997;male;75+ years;123;362657;;434568007513;25234;G.I. Generation
Australia;1997;male;15-24 years;408;1343245;;434568007513;25234;Generation X
Australia;1997;male;35-54 years;717;2632245;;434568007513;25234;Boomers
Australia;1997;male;55-74 years;305;1415672;;434568007513;25234;Silent
Australia;1997;female;35-54 years;219;2614291;;434568007513;25234;Boomers
Australia;1997;female;25-34 years;109;1441724;;434568007513;25234;Generation X
Australia;1997;female;75+ years;40;585676;;434568007513;25234;G.I. Generation
Australia;1997;female;15-24 years;86;1293106;;434568007513;25234;Generation X
Australia;1997;female;55-74 years;96;1465721;;434568007513;25234;Silent
Australia;1997;female;5-14 years;7;1283025;;434568007513;25234;Millenials
Australia;1997;male;5-14 years;7;1347206;;434568007513;25234;Millenials
Australia;1998;male;25-34 years;579;1434140;;398899138574;22897;Generation X
Australia;1998;male;35-54 years;773;2687916;;398899138574;22897;Boomers
Australia;1998;male;15-24 years;353;1330598;;398899138574;22897;Generation X
Australia;1998;male;75+ years;96;379719;;398899138574;22897;G.I. Generation
Australia;1998;male;55-74 years;301;1444867;;398899138574;22897;Silent
Australia;1998;female;25-34 years;109;1443163;;398899138574;22897;Generation X
Australia;1998;female;35-54 years;202;2680955;;398899138574;22897;Boomers
Australia;1998;female;75+ years;40;607609;;398899138574;22897;G.I. Generation
Australia;1998;female;15-24 years;81;1280391;;398899138574;22897;Generation X
Australia;1998;female;55-74 years;90;1486036;;398899138574;22897;Silent
Australia;1998;male;5-14 years;6;1355317;;398899138574;22897;Millenials
Australia;1998;female;5-14 years;2;1291019;;398899138574;22897;Millenials
Australia;1999;male;25-34 years;511;1431712;;388395162301;22016;Generation X
Australia;1999;male;75+ years;119;397612;;388395162301;22016;G.I. Generation
Australia;1999;male;35-54 years;741;2733238;;388395162301;22016;Boomers
Australia;1999;male;15-24 years;303;1326531;;388395162301;22016;Generation X
Australia;1999;male;55-74 years;315;1482441;;388395162301;22016;Silent
Australia;1999;female;25-34 years;117;1443911;;388395162301;22016;Generation X
Australia;1999;female;35-54 years;201;2735588;;388395162301;22016;Boomers
Australia;1999;female;15-24 years;70;1277560;;388395162301;22016;Generation X
Australia;1999;female;55-74 years;74;1516348;;388395162301;22016;Silent
Australia;1999;female;75+ years;21;630042;;388395162301;22016;G.I. Generation
Australia;1999;male;5-14 years;10;1366184;;388395162301;22016;Millenials
Australia;1999;female;5-14 years;6;1300535;;388395162301;22016;Millenials
Australia;2000;male;25-34 years;466;1430700;0.898;415034227218;23219;Generation X
Australia;2000;male;75+ years;115;416077;0.898;415034227218;23219;G.I. Generation
Australia;2000;male;35-54 years;745;2769752;0.898;415034227218;23219;Boomers
Australia;2000;male;15-24 years;271;1333011;0.898;415034227218;23219;Generation X
Australia;2000;male;55-74 years;281;1522620;0.898;415034227218;23219;Silent
Australia;2000;female;25-34 years;106;1445332;0.898;415034227218;23219;Generation X
Australia;2000;female;35-54 years;200;2782583;0.898;415034227218;23219;Boomers
Australia;2000;female;15-24 years;78;1285283;0.898;415034227218;23219;Generation X
Australia;2000;female;55-74 years;87;1549060;0.898;415034227218;23219;Silent
Australia;2000;female;75+ years;33;652895;0.898;415034227218;23219;G.I. Generation
Australia;2000;male;5-14 years;8;1377301;0.898;415034227218;23219;Millenials
Australia;2000;female;5-14 years;1;1309796;0.898;415034227218;23219;Millenials
Australia;2001;male;25-34 years;489;1427829;;378215090694;20860;Generation X
Australia;2001;male;35-54 years;752;2803465;;378215090694;20860;Boomers
Australia;2001;male;75+ years;115;437528;;378215090694;20860;Silent
Australia;2001;male;15-24 years;280;1351444;;378215090694;20860;Millenials
Australia;2001;male;55-74 years;296;1566014;;378215090694;20860;Silent
Australia;2001;female;35-54 years;226;2827367;;378215090694;20860;Boomers
Australia;2001;female;25-34 years;109;1445867;;378215090694;20860;Generation X
Australia;2001;female;75+ years;39;677113;;378215090694;20860;Silent
Australia;2001;female;55-74 years;81;1585702;;378215090694;20860;Silent
Australia;2001;female;15-24 years;63;1303713;;378215090694;20860;Millenials
Australia;2001;female;5-14 years;4;1317968;;378215090694;20860;Millenials
Australia;2001;male;5-14 years;4;1386873;;378215090694;20860;Millenials
Australia;2002;male;25-34 years;452;1433165;;394486709920;21474;Generation X
Australia;2002;male;35-54 years;744;2820596;;394486709920;21474;Boomers
Australia;2002;male;75+ years;101;456942;;394486709920;21474;Silent
Australia;2002;male;15-24 years;246;1372770;;394486709920;21474;Millenials
Australia;2002;male;55-74 years;266;1626692;;394486709920;21474;Silent
Australia;2002;female;35-54 years;213;2845525;;394486709920;21474;Boomers
Australia;2002;female;25-34 years;103;1444148;;394486709920;21474;Generation X
Australia;2002;female;55-74 years;92;1643643;;394486709920;21474;Silent
Australia;2002;female;75+ years;36;696793;;394486709920;21474;Silent
Australia;2002;female;15-24 years;58;1316527;;394486709920;21474;Millenials
Australia;2002;female;5-14 years;4;1321845;;394486709920;21474;Millenials
Australia;2002;male;5-14 years;4;1391412;;394486709920;21474;Millenials
Australia;2003;male;25-34 years;394;1437607;;466294700058;25059;Generation X
Australia;2003;male;35-54 years;654;2840522;;466294700058;25059;Boomers
Australia;2003;male;75+ years;103;476387;;466294700058;25059;Silent
Australia;2003;male;15-24 years;243;1394989;;466294700058;25059;Millenials
Australia;2003;male;55-74 years;284;1681943;;466294700058;25059;Silent
Australia;2003;female;25-34 years;106;1444160;;466294700058;25059;Generation X
Australia;2003;female;35-54 years;195;2868971;;466294700058;25059;Boomers
Australia;2003;female;55-74 years;91;1697104;;466294700058;25059;Silent
Australia;2003;female;15-24 years;48;1333189;;466294700058;25059;Millenials
Australia;2003;female;75+ years;24;716236;;466294700058;25059;Silent
Australia;2003;female;5-14 years;7;1323202;;466294700058;25059;Millenials
Australia;2003;male;5-14 years;7;1393719;;466294700058;25059;Millenials
Australia;2004;male;25-34 years;386;1441319;;611904253806;32454;Generation X
Australia;2004;male;75+ years;126;489016;;611904253806;32454;Silent
Australia;2004;male;35-54 years;655;2868425;;611904253806;32454;Boomers
Australia;2004;male;55-74 years;293;1721736;;611904253806;32454;Silent
Australia;2004;male;15-24 years;205;1420482;;611904253806;32454;Millenials
Australia;2004;female;35-54 years;183;2902618;;611904253806;32454;Boomers
Australia;2004;female;25-34 years;82;1446557;;611904253806;32454;Generation X
Australia;2004;female;75+ years;40;726532;;611904253806;32454;Silent
Australia;2004;female;15-24 years;67;1364452;;611904253806;32454;Millenials
Australia;2004;female;55-74 years;69;1741477;;611904253806;32454;Silent
Australia;2004;male;5-14 years;7;1402222;;611904253806;32454;Millenials
Australia;2004;female;5-14 years;1;1329715;;611904253806;32454;Millenials
Australia;2006;male;35-54 years;686;2894571;;745521862833;39014;Boomers
Australia;2006;male;75+ years;114;506926;;745521862833;39014;Silent
Australia;2006;male;25-34 years;277;1442942;;745521862833;39014;Generation X
Australia;2006;male;55-74 years;309;1772439;;745521862833;39014;Silent
Australia;2006;male;15-24 years;230;1446866;;745521862833;39014;Millenials
Australia;2006;female;35-54 years;195;2934459;;745521862833;39014;Boomers
Australia;2006;female;55-74 years;115;1798232;;745521862833;39014;Silent
Australia;2006;female;75+ years;41;743060;;745521862833;39014;Silent
Australia;2006;female;25-34 years;74;1444570;;745521862833;39014;Generation X
Australia;2006;female;15-24 years;68;1388615;;745521862833;39014;Millenials
Australia;2006;male;5-14 years;7;1404186;;745521862833;39014;Millenials
Australia;2006;female;5-14 years;1;1332380;;745521862833;39014;Millenials
Australia;2007;male;25-34 years;341;1470431;;851962785585;43171;Generation X
Australia;2007;male;35-54 years;687;2977977;;851962785585;43171;Boomers
Australia;2007;male;75+ years;124;539184;;851962785585;43171;Silent
Australia;2007;male;55-74 years;305;1877160;;851962785585;43171;Silent
Australia;2007;male;15-24 years;234;1515524;;851962785585;43171;Millenials
Australia;2007;female;35-54 years;219;3025248;;851962785585;43171;Boomers
Australia;2007;female;55-74 years;118;1911478;;851962785585;43171;Silent
Australia;2007;;25-34 years;90;1460752;;851962785585;43171;Generation X
Australia;2007;female;15-24 years;66;1440419;;851962785585;43171;Millenials
Australia;2007;female;75+ years;33;770691;;851962785585;43171;Silent
Australia;2007;male;5-14 years;8;1408182;;851962785585;43171;Generation Z
Australia;2007;female;5-14 years;4;1337384;;851962785585;43171;Generation Z
Australia;2008;male;35-54 years;765;3015761;;1052584601611;52315;Boomers
Australia;2008;male;25-34 years;354;1512033;;1052584601611;52315;Generation X
Australia;2008;male;75+ years;121;552931;;1052584601611;52315;Silent
Australia;2008;male;55-74 years;357;1935161;;1052584601611;52315;Silent
Australia;2008;male;15-24 years;228;1560974;;1052584601611;52315;Millenials
Australia;2008;female;35-54 years;231;3066609;;1052584601611;52315;Boomers
Australia;2008;female;25-34 years;90;1494968;;1052584601611;52315;Generation X
Australia;2008;female;55-74 years;97;1974752;;1052584601611;52315;Silent
Australia;2008;female;15-24 years;60;1473105;;1052584601611;52315;Millenials
Australia;2008;female;75+ years;27;781742;;1052584601611;52315;Silent
Australia;2008;male;5-14 years;8;1411650;;1052584601611;52315;Generation Z
Australia;2008;female;5-14 years;3;1340626;;1052584601611;52315;Generation Z
Australia;2009;male;35-54 years;755;3051649;;926448240318;45128;Boomers
Australia;2009;male;75+ years;135;566784;;926448240318;45128;Silent
Australia;2009;male;25-34 years;336;1567118;;926448240318;45128;Generation X
Australia;2009;male;55-74 years;349;1991883;;926448240318;45128;Silent
Australia;2009;male;15-24 years;210;1605456;;926448240318;45128;Millenials
Australia;2009;female;35-54 years;221;3104929;;926448240318;45128;Boomers
Australia;2009;female;25-34 years;103;1541393;;926448240318;45128;Generation X
Australia;2009;female;55-74 years;116;2037989;;926448240318;45128;Silent
Australia;2009;female;75+ years;43;792218;;926448240318;45128;Silent
Australia;2009;female;15-24 years;66;1506719;;926448240318;45128;Millenials
Australia;2009;female;5-14 years;3;1345910;;926448240318;45128;Generation Z
Australia;2009;male;5-14 years;0;1417269;;926448240318;45128;Generation Z
Australia;2010;male;35-54 years;816;3076853;0.927;1144260547873;54887;Generation X
Australia;2010;male;75+ years;151;582009;0.927;1144260547873;54887;Silent
Australia;2010;male;25-34 years;311;1606526;0.927;1144260547873;54887;Generation X
Australia;2010;male;55-74 years;360;2051197;0.927;1144260547873;54887;Silent
Australia;2010;male;15-24 years;222;1618860;0.927;1144260547873;54887;Millenials
Australia;2010;female;35-54 years;228;3132534;0.927;1144260547873;54887;Generation X
Australia;2010;female;25-34 years;94;1579905;0.927;1144260547873;54887;Generation X
Australia;2010;female;75+ years;43;805401;0.927;1144260547873;54887;Silent
Australia;2010;female;15-24 years;80;1521652;0.927;1144260547873;54887;Millenials
Australia;2010;female;55-74 years;104;2103428;0.927;1144260547873;54887;Silent
Australia;2010;male;5-14 years;7;1420846;0.927;1144260547873;54887;Generation Z
Australia;2010;female;5-14 years;4;1348336;0.927;1144260547873;54887;Generation Z
Australia;2011;male;75+ years;146;588053;0.93;1394280784778;66770;Silent
Australia;2011;male;35-54 years;704;3072726;0.93;1394280784778;66770;Generation X
Australia;2011;male;25-34 years;347;1610295;0.93;1394280784778;66770;Millenials
Australia;2011;male;55-74 years;366;2104816;0.93;1394280784778;66770;Boomers
Australia;2011;male;15-24 years;242;1570069;0.93;1394280784778;66770;Millenials
Australia;2011;female;35-54 years;230;3124328;0.93;1394280784778;66770;Generation X
Australia;2011;female;15-24 years;93;1495053;0.93;1394280784778;66770;Millenials
Australia;2011;female;55-74 years;118;2139108;0.93;1394280784778;66770;Boomers
Australia;2011;female;75+ years;45;817927;0.93;1394280784778;66770;Silent
Australia;2011;female;25-34 years;85;1584036;0.93;1394280784778;66770;Millenials
Australia;2011;female;5-14 years;9;1351751;0.93;1394280784778;66770;Generation Z
Australia;2011;male;5-14 years;7;1423748;0.93;1394280784778;66770;Generation Z
Australia;2012;male;75+ years;158;606842;0.932;1543411012580;72669;Silent
Australia;2012;male;35-54 years;802;3098534;0.932;1543411012580;72669;Generation X
Australia;2012;male;25-34 years;351;1657638;0.932;1543411012580;72669;Millenials
Australia;2012;male;55-74 years;396;2162980;0.932;1543411012580;72669;Boomers
Australia;2012;male;15-24 years;217;1579672;0.932;1543411012580;72669;Millenials
Australia;2012;female;35-54 years;258;3149749;0.932;1543411012580;72669;Generation X
Australia;2012;female;15-24 years;109;1503934;0.932;1543411012580;72669;Millenials
Australia;2012;female;75+ years;52;832122;0.932;1543411012580;72669;Silent
Australia;2012;female;25-34 years;98;1630077;0.932;1543411012580;72669;Millenials
Australia;2012;female;55-74 years;123;2206179;0.932;1543411012580;72669;Boomers
Australia;2012;female;5-14 years;10;1368580;0.932;1543411012580;72669;Generation Z
Australia;2012;male;5-14 years;6;1442602;0.932;1543411012580;72669;Generation Z
Australia;2013;male;75+ years;160;627275;0.933;1573696522007;72856;Silent
Australia;2013;male;35-54 years;754;3118829;0.933;1573696522007;72856;Generation X
Australia;2013;male;25-34 years;329;1702401;0.933;1573696522007;72856;Millenials
Australia;2013;male;55-74 years;418;2221866;0.933;1573696522007;72856;Boomers
Australia;2013;male;15-24 years;267;1591539;0.933;1573696522007;72856;Millenials
Australia;2013;female;35-54 years;275;3171477;0.933;1573696522007;72856;Generation X
Australia;2013;female;55-74 years;145;2276104;0.933;1573696522007;72856;Boomers
Australia;2013;female;15-24 years;95;1512779;0.933;1573696522007;72856;Millenials
Australia;2013;female;25-34 years;95;1676648;0.933;1573696522007;72856;Millenials
Australia;2013;female;75+ years;48;847577;0.933;1573696522007;72856;Silent
Australia;2013;male;5-14 years;16;1464302;0.933;1573696522007;72856;Generation Z
Australia;2013;female;5-14 years;6;1389383;0.933;1573696522007;72856;Generation Z
Australia;2014;male;35-54 years;866;3130341;0.935;1464955475994;66809;Generation X
Australia;2014;male;75+ years;164;649925;0.935;1464955475994;66809;Silent
Australia;2014;male;25-34 years;404;1730968;0.935;1464955475994;66809;Millenials
Australia;2014;male;55-74 years;471;2279114;0.935;1464955475994;66809;Boomers
Australia;2014;male;15-24 years;271;1604935;0.935;1464955475994;66809;Millenials
Australia;2014;female;35-54 years;277;3189475;0.935;1464955475994;66809;Generation X
Australia;2014;female;25-34 years;119;1716803;0.935;1464955475994;66809;Millenials
Australia;2014;female;55-74 years;157;2344644;0.935;1464955475994;66809;Boomers
Australia;2014;female;15-24 years;96;1520955;0.935;1464955475994;66809;Millenials
Australia;2014;female;75+ years;45;865915;0.935;1464955475994;66809;Silent
Australia;2014;female;5-14 years;15;1408758;0.935;1464955475994;66809;Generation Z
Australia;2014;male;5-14 years;6;1485754;0.935;1464955475994;66809;Generation Z
Australia;2015;male;35-54 years;944;3149299;;1349034029453;60656;Generation X
Australia;2015;male;75+ years;181;673787;;1349034029453;60656;Silent
Australia;2015;male;25-34 years;423;1762265;;1349034029453;60656;Millenials
Australia;2015;male;55-74 years;457;2337430;;1349034029453;60656;Boomers
Australia;2015;male;15-24 years;281;1608990;;1349034029453;60656;Millenials
Australia;2015;female;35-54 years;294;3203643;;1349034029453;60656;Generation X
Australia;2015;female;15-24 years;110;1526305;;1349034029453;60656;Millenials
Australia;2015;female;25-34 years;119;1747715;;1349034029453;60656;Millenials
Australia;2015;female;55-74 years;152;2411343;;1349034029453;60656;Boomers
Australia;2015;female;75+ years;52;884347;;1349034029453;60656;Silent
Australia;2015;female;5-14 years;8;1428159;;1349034029453;60656;Generation Z
Australia;2015;male;5-14 years;6;1507502;;1349034029453;60656;Generation Z
Austria;1997;male;75+ years;159;156997;;212790348405;28325;G.I. Generation
Austria;1997;male;55-74 years;313;704226;;212790348405;28325;Silent
Austria;1997;male;35-54 years;379;1095317;;212790348405;28325;Boomers
Austria;1997;male;25-34 years;201;682210;;212790348405;28325;Generation X
Austria;1997;male;15-24 years;121;490385;;212790348405;28325;Generation X
Austria;1997;female;75+ years;83;363002;;212790348405;28325;G.I. Generation
Austria;1997;female;55-74 years;131;850056;;212790348405;28325;Silent
Austria;1997;female;35-54 years;131;1084510;;212790348405;28325;Boomers
Austria;1997;female;25-34 years;48;663325;;212790348405;28325;Generation X
Austria;1997;female;15-24 years;23;477550;;212790348405;28325;Generation X
Austria;1997;male;5-14 years;2;483890;;212790348405;28325;Millenials
